kan_name,kou_name,moku_name,setsu_layer1_name,setsu_layer2_name,setsumei_layer1_name,setsumei_layer2_name,setsumei_layer3_name,amount_2025,amount_2026,増減額,増減率,状態,増減額順位
総務費,総務管理費,広報広聴費,,,広報費,広報ふじ作成費,広報ふじ　年12回（月1回）発行,,,,,不明,
総務費,総務管理費,広報広聴費,,,広報費,市政カレンダー作成費,,6752,6750,-2,0,減額,4265
総務費,総務管理費,広報広聴費,,,広報費,コミュニティＦＭ事業費,,10476,10696,220,2.1,増額,1902
総務費,総務管理費,広報広聴費,,,広報費,コミュニティＦＭ事業費,コミュニティＦＭ番組等広告料,,,,,不明,
総務費,総務管理費,広報広聴費,,,広報費,その他広報費,,13410,11591,-1819,-13.6,減額,5650
総務費,総務管理費,広報広聴費,,,広報費,その他広報費,報道関係協賛広告料,,,,,不明,
総務費,総務管理費,広報広聴費,,,広報費,その他広報費,市政記録写真データ管理・共有システム運用,,,,,不明,
総務費,総務管理費,広報広聴費,,,広報費,その他広報費,市ウェブサイト運営管理,,,,,不明,
総務費,総務管理費,広報広聴費,,,広報費,その他広報費,市ＬＩＮＥ公式アカウント運営管理,,,,,不明,
総務費,総務管理費,広報広聴費,,,広報費,その他広報費,日本広報協会負担金,42,42,0,0,横ばい,3039
総務費,総務管理費,広報広聴費,,,広報費,その他広報費,県広報協会負担金,156,156,0,0,横ばい,3040
総務費,総務管理費,広報広聴費,,,広報費,その他広報費,会議、研修会出席者負担金,86,112,26,30.2,増額,2568
総務費,総務管理費,広報広聴費,,,広聴費,,,2041,2100,59,2.9,増額,2364
総務費,総務管理費,広報広聴費,,,広聴費,広聴事業費,,2041,2100,59,2.9,増額,2365
総務費,総務管理費,広報広聴費,,,広聴費,広聴事業費,市政モニター、パブリック・コメント,,,,,不明,
総務費,総務管理費,広報広聴費,,,広聴費,広聴事業費,世論調査、市長への手紙,,,,,不明,
総務費,総務管理費,広報広聴費,,,総合案内費,,,19910,19914,4,0,増額,2865
総務費,総務管理費,広報広聴費,,,総合案内費,総合案内事業費,,19910,19914,4,0,増額,2866
総務費,総務管理費,広報広聴費,,,総合案内費,総合案内事業費,総合案内コンシェルジュ,,,,,不明,
総務費,総務管理費,広報広聴費,,,総合案内費,総合案内事業費,電話交換・コールセンター（ワンストップ情報サービス）,,,,,不明,
総務費,総務管理費,広報広聴費,,,平和都市推進費,,,2661,2093,-568,-21.3,減額,5406
総務費,総務管理費,広報広聴費,,,平和都市推進費,平和都市推進事業費,,2661,2093,-568,-21.3,減額,5407
総務費,総務管理費,広報広聴費,,,平和都市推進費,平和都市推進事業費,平和都市啓発,,,,,不明,
総務費,総務管理費,広報広聴費,,,平和都市推進費,平和都市推進事業費,平和学習事業（中学生広島市派遣）,,,,,不明,
総務費,総務管理費,広報広聴費,,,平和都市推進費,平和都市推進事業費,核兵器廃絶平和都市宣言40周年記念事業,,0,,,廃止,
総務費,総務管理費,広報広聴費,,,平和都市推進費,平和都市推進事業費,平和都市推進活動補助金,700,700,0,0,横ばい,3041
総務費,総務管理費,広報広聴費,,,平和都市推進費,平和都市推進事業費,日本非核宣言自治体協議会負担金,60,60,0,0,横ばい,3042
総務費,総務管理費,シティプロ,,,,,,132911,129189,-3722,-2.8,減額,5812
総務費,総務管理費,シティプロ,報酬,,,,,2244,4835,2591,115.5,増額,959
総務費,総務管理費,シティプロ,職員手当等,,,,,359,1180,821,228.7,増額,1376
総務費,総務管理費,シティプロ,職員手当等,期末手当,,,,309,1010,701,226.9,増額,1421
総務費,総務管理費,シティプロ,職員手当等,勤勉手当,,,,50,170,120,240,増額,2137
総務費,総務管理費,シティプロ,共済費,,,,,422,952,530,125.6,増額,1536
総務費,総務管理費,シティプロ,報償費,,,,,985,901,-84,-8.5,減額,4915
総務費,総務管理費,シティプロ,旅費,,,,,512,526,14,2.7,増額,2687
総務費,総務管理費,シティプロ,旅費,費用弁償,,,,180,241,61,33.9,増額,2352
総務費,総務管理費,シティプロ,旅費,普通旅費,,,,332,285,-47,-14.2,減額,4770
総務費,総務管理費,シティプロ,需用費,,,,,1699,2896,1197,70.5,増額,1231
総務費,総務管理費,シティプロ,需用費,消耗品費,,,,648,1090,442,68.2,増額,1614
総務費,総務管理費,シティプロ,需用費,食糧費,,,,4,4,0,0,横ばい,3043
総務費,総務管理費,シティプロ,需用費,印刷製本費,,,,1047,1802,755,72.1,増額,1404
総務費,総務管理費,シティプロ,役務費,,,,,7066,6618,-448,-6.3,減額,5344
総務費,総務管理費,シティプロ,役務費,広告料,,,,7066,6618,-448,-6.3,減額,5345
総務費,総務管理費,シティプロ,委託料,,,,,16633,17524,891,5.4,増額,1339
総務費,総務管理費,シティプロ,使用料及び賃借料,,,,,594,17200,16606,2795.6,増額,408
総務費,総務管理費,シティプロ,備品購入費,,,,,365,0,-365,-100,廃止,5277
総務費,総務管理費,シティプロ,負担金、補助及び交付金,,,,,102032,76557,-25475,-25,減額,6086
総務費,総務管理費,シティプロ,負担金、補助及び交付金,負担金,,,,272,437,165,60.7,増額,2029
総務費,総務管理費,シティプロ,負担金、補助及び交付金,補助金,,,,101760,76120,-25640,-25.2,減額,6089
総務費,総務管理費,シティプロ,,,給与費,,,3167,7187,4020,126.9,増額,814
総務費,総務管理費,シティプロ,,,給与費,パートタイム会計年度任用職員,,3167,7187,4020,126.9,増額,815
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,,,17337,36536,19199,110.7,増額,382
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,魅力創造発信事業費,,14008,33384,19376,138.3,増額,376
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,魅力創造発信事業費,プロモーション推進事業,,,,,不明,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,魅力創造発信事業費,子育てシティプロモーション事業,,,,,不明,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,魅力創造発信事業費,シティプロモーションキャラクター活用事業,,,,,不明,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,魅力創造発信事業費,トラックボディプリント,,,,,不明,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,魅力創造発信事業費,魅力発見バスツアー,,,,,不明,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,魅力創造発信事業費,吉野弘全国朗読コンクール開催,,,,,不明,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,魅力創造発信事業費,アートクラフトフェア開催,,,,,不明,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,魅力創造発信事業費,情報発信力向上研修,,,,,不明,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,魅力創造発信事業費,高校生議会開催,,,,,不明,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,魅力創造発信事業費,北斎ＰＲ看板設置,,0,,,廃止,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,魅力創造発信事業費,大阪・関西万博でのシティプロモーション,,0,,,廃止,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,魅力創造発信事業費,フィルムコミッション事業補助金,1700,2000,300,17.6,増額,1776
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,魅力創造発信事業費,コロマガプロジェクトふじ事業補助金,500,400,-100,-20,減額,4956
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,ブランドメッセージ推進事業費,,3329,3152,-177,-5.3,減額,5093
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,ブランドメッセージ推進事業費,シティプロモーション懇話会,,,,,不明,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,ブランドメッセージ推進事業費,魅力と課題出張ワークショップ,,,,,不明,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,ブランドメッセージ推進事業費,メディア活用シティプロモーション,,,,,不明,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,ブランドメッセージ推進事業費,ふじ応援部活用,,,,,不明,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,ブランドメッセージ推進事業費,ブランドメッセージソング活用,,,,,不明,
総務費,総務管理費,シティプロ,,,シティプロモーション推進費,ブランドメッセージ推進事業費,横断幕・フラッグ制作,,,,,不明,
総務費,総務管理費,シティプロ,,,移住定住推進費,,,112407,85466,-26941,-24,減額,6098
総務費,総務管理費,シティプロ,,,移住定住推進費,移住定住推進事業費,,112407,85466,-26941,-24,減額,6099
総務費,総務管理費,シティプロ,,,移住定住推進費,移住定住推進事業費,移住定住者の受け皿づくり等支援,,,,,不明,
総務費,総務管理費,シティプロ,,,移住定住推進費,移住定住推進事業費,大学生等によるワークシェアの社会実装支援,,0,,,廃止,
総務費,総務管理費,シティプロ,,,移住定住推進費,移住定住推進事業費,若者ビジネスプラン作成チャレンジ支援,,,,,不明,
総務費,総務管理費,シティプロ,,,移住定住推進費,移住定住推進事業費,移住交流体験イベント,,,,,不明,
総務費,総務管理費,シティプロ,,,移住定住推進費,移住定住推進事業費,移住プロモーション（ポータルサイト運用、ウェブ広告等）,,0,,,廃止,
総務費,総務管理費,シティプロ,,,移住定住推進費,移住定住推進事業費,首都圏等での移住相談会,,,,,不明,
総務費,総務管理費,シティプロ,,,移住定住推進費,移住定住推進事業費,先導的テレワーク移住者支援補助金,5500,1500,-4000,-72.7,減額,5838
総務費,総務管理費,シティプロ,,,移住定住推進費,移住定住推進事業費,移住就業支援補助金,57000,52000,-5000,-8.8,減額,5880
総務費,総務管理費,シティプロ,,,移住定住推進費,移住定住推進事業費,子育て世帯Ｕターン支援補助金,2500,0,-2500,-100,廃止,5728
総務費,総務管理費,シティプロ,,,移住定住推進費,移住定住推進事業費,子育て・若者世帯Ｆ－ＵＪＩターン,34500,16500,-18000,-52.2,減額,6061
総務費,総務管理費,シティプロ,,,移住定住推進費,移住定住推進事業費,地方就職学生支援補助金,60,720,660,1100,増額,1441
総務費,総務管理費,シティプロ,,,移住定住推進費,移住定住推進事業費,移住イベント参加負担金,272,437,165,60.7,増額,2030
総務費,総務管理費,市民相談費,,,,,,16539,17291,752,4.5,増額,1407
総務費,総務管理費,市民相談費,報酬,,,,,9022,9476,454,5,増額,1593
総務費,総務管理費,市民相談費,職員手当等,,,,,2152,2321,169,7.9,増額,2019
総務費,総務管理費,市民相談費,職員手当等,期末手当,,,,1855,1986,131,7.1,増額,2114
総務費,総務管理費,市民相談費,職員手当等,勤勉手当,,,,297,335,38,12.8,増額,2477
総務費,総務管理費,市民相談費,共済費,,,,,447,490,43,9.6,増額,2445
総務費,総務管理費,市民相談費,報償費,,,,,1251,1261,10,0.8,増額,2757
総務費,総務管理費,市民相談費,旅費,,,,,337,335,-2,-0.6,減額,4266
総務費,総務管理費,市民相談費,旅費,費用弁償,,,,319,317,-2,-0.6,減額,4267
総務費,総務管理費,市民相談費,旅費,普通旅費,,,,13,13,0,0,横ばい,3044
総務費,総務管理費,市民相談費,旅費,特別旅費,,,,5,5,0,0,横ばい,3045
総務費,総務管理費,市民相談費,需用費,,,,,80,263,183,228.8,増額,1978
総務費,総務管理費,市民相談費,需用費,消耗品費,,,,80,263,183,228.8,増額,1979
総務費,総務管理費,市民相談費,委託料,,,,,2755,2650,-105,-3.8,減額,4980
総務費,総務管理費,市民相談費,負担金、補助及び交付金,,,,,95,95,0,0,横ばい,3046
総務費,総務管理費,市民相談費,負担金、補助及び交付金,負担金,,,,95,95,0,0,横ばい,3047
総務費,総務管理費,市民相談費,扶助費,,,,,400,400,0,0,横ばい,3048
総務費,総務管理費,市民相談費,,,給与費,,,11935,12599,664,5.6,増額,1436
総務費,総務管理費,市民相談費,,,給与費,パートタイム会計年度任用職員,,11935,12599,664,5.6,増額,1437
総務費,総務管理費,市民相談費,,,給与費,パートタイム会計年度任用職員,市民相談員　　　　　　3人,,0,,,廃止,
総務費,総務管理費,市民相談費,,,市民相談費,,,1849,1863,14,0.8,増額,2688
総務費,総務管理費,市民相談費,,,市民相談費,市民相談事業費,,1849,1863,14,0.8,増額,2689
総務費,総務管理費,市民相談費,,,市民相談費,市民相談事業費,市民相談（民事・一般相談、交通事故相談　ほか）,,,,,不明,
総務費,総務管理費,市民相談費,,,市民相談費,市民相談事業費,弁護士相談　　　　　週1回,,,,,不明,
総務費,総務管理費,市民相談費,,,市民相談費,市民相談事業費,司法書士相談　　　　月2回,,,,,不明,
総務費,総務管理費,市民相談費,,,市民相談費,市民相談事業費,犯罪被害者等支援,,,,,不明,
総務費,総務管理費,市民相談費,,,市民相談費,市民相談事業費,駿河地区行政相談事務連絡協議会負担金,80,80,0,0,横ばい,3049
総務費,総務管理費,市民相談費,,,市民相談費,市民相談事業費,東部市相談業務連絡協議会負担金,5,5,0,0,横ばい,3050
総務費,総務管理費,市民相談費,,,市民相談費,市民相談事業費,静岡犯罪被害者支援センター賛助会費,10,10,0,0,横ばい,3051
総務費,総務管理費,市民相談費,,,生活環境緊急整備費,,,2755,2829,74,2.7,増額,2300
